index,source,target
3698,全てを燃やし尽くさんばか{j}りに煌々と光る炎を内包する、{j}火竜の重弩。{c28}≪辿異武器≫{/c},
3699,全てを燃やし尽くさんばか{j}りに煌々と光る炎を内包する、{j}火竜の重弩。{c28}≪辿異武器≫{/c},
3700,全てを燃やし尽くさんばか{j}りに煌々と光る炎を内包する、{j}火竜の重弩。{c28}≪辿異武器≫{/c},
3701,ひとたび射抜かれれば、山を{j}火の海に変えたという逸話も{j}ある火竜の弓。{c28}≪辿異武器≫{/c},
3702,ひとたび射抜かれれば、山を{j}火の海に変えたという逸話も{j}ある火竜の弓。{c28}≪辿異武器≫{/c},
3703,ひとたび射抜かれれば、山を{j}火の海に変えたという逸話も{j}ある火竜の弓。{c28}≪辿異武器≫{/c},
3704,ひとたび射抜かれれば、山を{j}火の海に変えたという逸話も{j}ある火竜の弓。{c28}≪辿異武器≫{/c},
3705,東方伝統の楽器をモチーフに、{j}職人が手がけた雪獅子の軽弩。{j}希少価値も高い。{c28}≪辿異武器≫{/c},
3706,東方伝統の楽器をモチーフに、{j}職人が手がけた雪獅子の軽弩。{j}希少価値も高い。{c28}≪辿異武器≫{/c},
3707,東方伝統の楽器をモチーフに、{j}職人が手がけた雪獅子の軽弩。{j}希少価値も高い。{c28}≪辿異武器≫{/c},
3708,東方伝統の楽器をモチーフに、{j}職人が手がけた雪獅子の軽弩。{j}希少価値も高い。{c28}≪辿異武器≫{/c},
3709,東方の職人が、自国の誇り高き{j}城をイメージして造ったという{j}雪獅子の重弩。{c28}≪辿異武器≫{/c},
3710,東方の職人が、自国の誇り高き{j}城をイメージして造ったという{j}雪獅子の重弩。{c28}≪辿異武器≫{/c},
3711,東方の職人が、自国の誇り高き{j}城をイメージして造ったという{j}雪獅子の重弩。{c28}≪辿異武器≫{/c},
3712,東方の職人が、自国の誇り高き{j}城をイメージして造ったという{j}雪獅子の重弩。{c28}≪辿異武器≫{/c},
3713,東方の職人が雪獅子の素材を{j}使用した意欲作。美しさから{j}愛用者も多い。{c28}≪辿異武器≫{/c},
3714,東方の職人が雪獅子の素材を{j}使用した意欲作。美しさから{j}愛用者も多い。{c28}≪辿異武器≫{/c},
3715,東方の職人が雪獅子の素材を{j}使用した意欲作。美しさから{j}愛用者も多い。{c28}≪辿異武器≫{/c},
3716,東方の職人が雪獅子の素材を{j}使用した意欲作。美しさから{j}愛用者も多い。{c28}≪辿異武器≫{/c},
3717,上品な色合いがとても美しい{j}特殊な属性を持つ軽弩。{j}{c11}≪Ｇ級技巧≫{/c},
3718,上品な色合いがとても美しい{j}特殊な属性を持つ弓。{j}{c11}≪Ｇ級技巧≫{/c},
3719,職人たちによる幾度とない{j}試行錯誤の元に造られた重弩。{j}強さと美しさを兼ね備える。,
3720,職人たちによる幾度とない{j}試行錯誤の元に造られた重弩。{j}強さと美しさを兼ね備える。,
3721,職人たちによる幾度とない{j}試行錯誤の元に造られた重弩。{j}強さと美しさを兼ね備える。,
3722,職人たちによる幾度とない{j}試行錯誤の元に造られた重弩。{j}強さと美しさを兼ね備える。,
3723,職人たちによる幾度とない{j}試行錯誤の元に造られた重弩。{j}{c11}≪ＨＣ武器≫{/c},
3724,職人たちによる幾度とない{j}試行錯誤の元に造られた重弩。{j}強さと美しさを兼ね備える。,
3725,職人たちによる幾度とない{j}試行錯誤の元に造られた重弩。{j}{c28}≪辿異武器≫{/c},
3726,職人たちによる幾度とない{j}試行錯誤の元に造られた重弩。{j}強さと美しさを兼ね備える。,
3727,職人たちによる幾度とない{j}試行錯誤の元に造られた重弩。{j}強さと美しさを兼ね備える。,
3728,職人たちによる幾度とない{j}試行錯誤の元に造られた重弩。{j}強さと美しさを兼ね備える。,
3729,職人たちによる幾度とない{j}試行錯誤の元に造られた重弩。{j}強さと美しさを兼ね備える。,
3730,職人たちによる幾度とない{j}試行錯誤の元に造られた重弩。{j}{c11}≪ＨＣ武器≫{/c},
3731,職人たちによる幾度とない{j}試行錯誤の元に造られた重弩。{j}強さと美しさを兼ね備える。,
3732,職人たちによる幾度とない{j}試行錯誤の元に造られた重弩。{j}{c28}≪辿異武器≫{/c},
3733,天高く聳えたつ塔の番人、{j}その魂が宿る重弩。{j}{c28}≪辿異武器≫{/c},
3734,天高く聳えたつ塔の番人、{j}その魂が宿る重弩。{j}{c28}≪辿異武器≫{/c},
3735,装飾が施された白い軽弩。{j}改良されより実用的に。{j}{c28}≪辿異武器≫{/c},
3736,装飾が施された白い軽弩。{j}改良されより実用的に。{j}{c28}≪辿異武器≫{/c},
3737,装飾が施された白い軽弩。{j}改良されより実用的に。{j}{c28}≪辿異武器≫{/c},
3738,装飾が施された白い軽弩。{j}改良されより実用的に。{j}{c28}≪辿異武器≫{/c},
3739,装飾が施された白い重弩。{j}改良されより実用的に。{j}{c28}≪辿異武器≫{/c},
3740,装飾が施された白い重弩。{j}改良されより実用的に。{j}{c28}≪辿異武器≫{/c},
3741,装飾が施された白い重弩。{j}改良されより実用的に。{j}{c28}≪辿異武器≫{/c},
3742,装飾が施された白い重弩。{j}改良されより実用的に。{j}{c28}≪辿異武器≫{/c},
3743,装飾が施された白い弓。{j}改良されより実用的に。{j}{c28}≪辿異武器≫{/c},
3744,装飾が施された白い弓。{j}改良されより実用的に。{j}{c28}≪辿異武器≫{/c},
3745,装飾が施された白い弓。{j}改良されより実用的に。{j}{c28}≪辿異武器≫{/c},
3746,装飾が施された白い弓。{j}改良されより実用的に。{j}{c28}≪辿異武器≫{/c},
3747,甘い誘惑はいかが？{c03}LV2 通常{j}弾{/c}、{c03}LV1 貫通弾{/c}、{c03}火炎弾{/c}が{j}{c03}速射{/c}対応。{c28}≪辿異武器≫{/c},
3748,異世界の「雪の歌姫」の髪飾{j}りをモチーフに作られた弓。{j}星の五線譜が美しい。,
3749,異世界の「雪の歌姫」の髪飾{j}りをモチーフに作られた弓。{j}星の五線譜が美しい。,
3750,異世界の「雪の歌姫」の髪飾{j}りをモチーフに作られた弓。{j}星の五線譜が美しい。,
3751,異世界の「雪の歌姫」の髪飾{j}りをモチーフに作られた弓。{j}{c11}≪ＨＣ武器≫{/c},
3752,異世界の「雪の歌姫」の髪飾{j}りをモチーフに作られたとい{j}う弓。星の五線譜が美しい。,
3753,異世界の「雪の歌姫」の髪飾{j}りをモチーフに作られた弓。{j}{c28}≪辿異武器≫{/c},
3754,異世界の「雪の歌姫」の髪飾{j}りをモチーフに作られた弓。{j}星空の瞬きを凝縮したよう。,
3755,異世界の「雪の歌姫」の髪飾{j}りをモチーフに作られた弓。{j}星空の瞬きを凝縮したよう。,
3756,異世界の「雪の歌姫」の髪飾{j}りをモチーフに作られた弓。{j}星空の瞬きを凝縮したよう。,
3757,異世界の「雪の歌姫」の髪飾{j}りをモチーフに作られた弓。{j}{c11}≪ＨＣ武器≫{/c},
3758,異世界の「雪の歌姫」の髪飾{j}りをモチーフに作られた弓。{j}星空の瞬きを凝縮したよう。,
3759,異世界の「雪の歌姫」の髪飾{j}りをモチーフに作られた弓。{j}{c28}≪辿異武器≫{/c},
3760,禍々しい骨を繋ぎ合せた弓。{j}放った矢は敵の急所に{j}的確に刺さる。{c28}≪辿異武器≫{/c},
3761,禍々しい骨を繋ぎ合せた弓。{j}放った矢は敵の急所に{j}的確に刺さる。{c28}≪辿異武器≫{/c},
3762,禍々しい骨を繋ぎ合せた弓。{j}放った矢は敵の急所に{j}的確に刺さる。{c28}≪辿異武器≫{/c},
3763,禍々しい骨を繋ぎ合せた弓。{j}放った矢は敵の急所に{j}的確に刺さる。{c28}≪辿異武器≫{/c},
3764,0,
3765,0,
3766,夫婦の安寧を祈って作られた、{j}祭事の時などに使用する弓。{j}{c28}≪辿異武器≫{/c},
3767,とある遺跡にて発見された、{j}不気味などくろが特徴的な弓。{j}どこか不吉な印象を抱かせる。,
3768,不気味などくろが特徴的な弓。{j}その矢はあらゆるものに死を{j}もたらすと言われている。,
3769,不気味などくろが特徴的な弓。{j}その矢はあらゆるものに死を{j}運ぶという。,
3770,とある遺跡にて発見された、{j}不気味などくろが特徴的な弓。{j}{c11}≪ＨＣ武器≫{/c},
3771,不気味などくろが特徴的な弓。{j}その矢はあらゆるものに死を{j}もたらすと言われている。,
3772,不気味などくろが特徴的な弓。{j}その矢はあらゆるものに死を{j}運ぶという。{c28}≪辿異武器≫{/c},
3773,かつて国中を騒がせた暴君を{j}鎮圧させたという弓。{j}雷極の力を宿す。{c28}≪辿異武器≫{/c},
3774,天廻龍の歓喜を封じ込めたとい{j}う逸品。祝祭の弾丸が勝利を{j}約束する。{c04}≪遷悠武器≫{/c},
3775,天廻龍の歓喜を封じ込めたとい{j}う逸品。祝祭の弾丸が勝利を{j}約束する。{c04}≪遷悠武器≫{/c},
3776,七色の光射す天廻龍の重弩。{j}福音の調べは翼を得て地の果{j}てを照らす。{c04}≪遷悠武器≫{/c},
3777,七色の光射す天廻龍の重弩。{j}福音の調べは翼を得て地の果{j}てを照らす。{c04}≪遷悠武器≫{/c},
3778,天廻龍の頭部を模した美しき大{j}弓。放たれた矢は光輝く希望を{j}纏う。{c04}≪遷悠武器≫{/c},
3779,天廻龍の頭部を模した美しき大{j}弓。放たれた矢は光輝く希望を{j}纏う。{c04}≪遷悠武器≫{/c},
3780,天廻龍の頭部を模した美しき大{j}弓。放たれた矢は光輝く希望を{j}纏う。{c04}≪遷悠武器≫{/c},
3781,針纏竜の素材を使用した重弩。{j}相手を圧倒する火力で鎮圧す{j}るという。{c28}≪辿異武器≫{/c},
3782,針纏竜の素材を使用した重弩。{j}相手を圧倒する火力で鎮圧す{j}るという。{c28}≪辿異武器≫{/c},
3783,針纏竜の素材を使用した重弩。{j}相手を圧倒する火力で鎮圧す{j}るという。{c28}≪辿異武器≫{/c},
3784,針纏竜の素材を使用した重弩。{j}相手を圧倒する火力で鎮圧す{j}るという。{c28}≪辿異武器≫{/c},
3785,針纏竜の素材を使用した弓。{j}息つく間もなく、獲物は射と{j}められる。{c28}≪辿異武器≫{/c},
3786,針纏竜の素材を使用した弓。{j}息つく間もなく、獲物は射と{j}められる。{c28}≪辿異武器≫{/c},
3787,針纏竜の素材を使用した弓。{j}息つく間もなく、獲物は射と{j}められる。{c28}≪辿異武器≫{/c},
3788,針纏竜の素材を使用した弓。{j}息つく間もなく、獲物は射と{j}められる。{c28}≪辿異武器≫{/c},
3789,光の力をその身に宿す弓。{j}栄光ある騎士団に伝わるもの。{j}{c28}≪辿異武器≫{/c},
3790,火の力をその身に宿す軽銃。{j}{c03}火炎弾{/c}、{c03}LV1 徹甲榴弾{/c}の{j}{c03}速射{/c}可能。{c28}≪辿異武器≫{/c},
3791,歌姫の力に共鳴すると、{j}真の力が目覚める。{j}{c15}≪祈歌武器≫{/c},
3792,歌姫の力に共鳴すると、{j}真の力が目覚める。{j}{c15}≪祈歌武器≫{/c},
3793,歌姫の力に共鳴すると、{j}真の力が目覚める。{j}{c15}≪祈歌武器≫{/c},
3794,歌姫の力に共鳴すると、{j}真の力が目覚める。{j}{c15}≪祈歌武器≫{/c},
3795,歌姫の力に共鳴すると、{j}真の力が目覚める。{j}{c15}≪祈歌武器≫{/c},
3796,歌姫の力に共鳴すると、{j}真の力が目覚める。{j}{c15}≪祈歌武器≫{/c},
3797,歌姫の力に共鳴すると、{j}真の力が目覚める。{j}{c15}≪祈歌武器≫{/c},
3798,歌姫の力に共鳴すると、{j}真の力が目覚める。{j}{c15}≪祈歌武器≫{/c},
3799,歌姫の力に共鳴すると、{j}真の力が目覚める。{j}{c15}≪祈歌武器≫{/c},
3800,青い装飾が印象的な軽弩。{j}改良された逸品。{j}{c28}≪辿異武器≫{/c},
3801,青い装飾が印象的な軽弩。{j}改良された逸品。{j}{c28}≪辿異武器≫{/c},
3802,青い装飾が印象的な軽弩。{j}改良された逸品。{j}{c28}≪辿異武器≫{/c},
3803,青い装飾が印象的な軽弩。{j}改良された逸品。{j}{c28}≪辿異武器≫{/c},
3804,鍛錬を重ねることで、進化し{j}続けるといわれる重弩。{j}{c06}爆撃弾{/c}に対応。{c05}≪進化武器≫{/c},
3805,鍛錬を重ねることで、進化し{j}続けるといわれる重弩。{j}{c06}爆撃弾{/c}に対応。{c05}≪進化武器≫{/c},
3806,鍛錬を重ねることで、進化し{j}続けるといわれる重弩。{j}{c06}氷爆撃弾{/c}に対応。{c05}≪進化武器≫{/c},
3807,鍛錬を重ねることで、進化し{j}続けるといわれる重弩。{j}{c06}爆撃弾{/c}に対応。{c05}≪進化武器≫{/c},
3808,鍛錬を重ねることで、進化し{j}続けるといわれる重弩。{j}{c06}氷爆撃弾{/c}に対応。{c05}≪進化武器≫{/c},
3809,鍛錬を重ねることで、進化し{j}続けるといわれる重弩。{j}{c06}爆撃弾{/c}に対応。{c05}≪進化武器≫{/c},
3810,鍛錬を重ねることで、進化し{j}続けるといわれる重弩。{j}{c06}爆撃弾{/c}に対応。{c05}≪進化武器≫{/c},
3811,鍛錬を重ねることで、進化し{j}続けるといわれる重弩。{j}{c06}雷爆撃弾{/c}に対応。{c05}≪進化武器≫{/c},
3812,鍛錬を重ねることで、進化し{j}続けるといわれる重弩。{j}{c06}爆撃弾{/c}に対応。{c05}≪進化武器≫{/c},
3813,鍛錬を重ねることで、進化し{j}続けるといわれる重弩。{j}{c06}雷爆撃弾{/c}に対応。{c05}≪進化武器≫{/c},
3814,心の闇を喰らい進化をすると{j}いう混沌と絶望に満ちた重弩。{j}{c06}爆撃弾{/c}に対応。{c05}≪進化武器≫{/c},
3815,心の闇を喰らい進化をすると{j}いう混沌と絶望に満ちた重弩。{j}{c06}爆撃弾{/c}に対応。{c05}≪進化武器≫{/c},
3816,心の闇を喰らい進化をすると{j}いう混沌と絶望に満ちた重弩。{j}{c06}火爆撃弾{/c}に対応。{c05}≪進化武器≫{/c},
3817,心の闇を喰らい進化をすると{j}いう混沌と絶望に満ちた重弩。{j}{c06}爆撃弾{/c}に対応。{c05}≪進化武器≫{/c},
3818,心の闇を喰らい進化をすると{j}いう混沌と絶望に満ちた重弩。{j}{c06}火爆撃弾{/c}に対応。{c05}≪進化武器≫{/c},
3819,心の闇を喰らい進化をすると{j}いう混沌と絶望に満ちた重弩。{j}{c06}爆撃弾{/c}に対応。{c05}≪進化武器≫{/c},
3820,心の闇を喰らい進化をすると{j}いう混沌と絶望に満ちた重弩。{j}{c06}爆撃弾{/c}に対応。{c05}≪進化武器≫{/c},
3821,心の闇を喰らい進化をすると{j}いう混沌と絶望に満ちた重弩。{j}{c06}水爆撃弾{/c}に対応。{c05}≪進化武器≫{/c},
3822,心の闇を喰らい進化をすると{j}いう混沌と絶望に満ちた重弩。{j}{c06}爆撃弾{/c}に対応。{c05}≪進化武器≫{/c},
3823,心の闇を喰らい進化をすると{j}いう混沌と絶望に満ちた重弩。{j}{c06}水爆撃弾{/c}に対応。{c05}≪進化武器≫{/c},
3824,星々の流した涙から作られた{j}といわれるヘビィボウガン。{j}{c28}≪辿異武器≫{/c},
3825,更に脅威を増した爆狼の{j}軽弩。山を砕き天を別つ力を{j}秘めるという。{c28}≪辿異武器≫{/c},
3826,更に脅威を増した爆狼の{j}軽弩。山を砕き天を別つ力を{j}秘めるという。{c28}≪辿異武器≫{/c},
3827,更に脅威を増した爆狼の{j}軽弩。山を砕き天を別つ力を{j}秘めるという。{c28}≪辿異武器≫{/c},
3828,更に脅威を増した爆狼の{j}軽弩。山を砕き天を別つ力を{j}秘めるという。{c28}≪辿異武器≫{/c},
3829,あらゆる武器を使いこなした、{j}英雄と謳われた狩人の軽弩。,
3830,あらゆる武器を使いこなした、{j}英雄と謳われた狩人の軽弩。,
3831,あらゆる武器を使いこなした、{j}英雄と謳われた狩人の軽弩。,
3832,あらゆる武器を使いこなした、{j}英雄と謳われた狩人の軽弩。,
3833,あらゆる武器を使いこなした、{j}英雄と謳われた狩人の軽弩。{j}{c11}≪ＨＣ武器≫{/c},
3834,あらゆる武器を使いこなした、{j}英雄と謳われた狩人の軽弩。,
3835,あらゆる武器を使いこなした、{j}英雄と謳われた狩人の軽弩。{j}{c28}≪辿異武器≫{/c},
3836,あらゆる武器を使いこなした、{j}英雄と謳われた狩人の重弩。,
3837,あらゆる武器を使いこなした、{j}英雄と謳われた狩人の重弩。,
3838,あらゆる武器を使いこなした、{j}英雄と謳われた狩人の重弩。,
3839,あらゆる武器を使いこなした、{j}英雄と謳われた狩人の重弩。,
3840,あらゆる武器を使いこなした、{j}英雄と謳われた狩人の重弩。{j}{c11}≪ＨＣ武器≫{/c},
3841,あらゆる武器を使いこなした、{j}英雄と謳われた狩人の重弩。,
3842,あらゆる武器を使いこなした、{j}英雄と謳われた狩人の重弩。{j}{c28}≪辿異武器≫{/c},
3843,あらゆる武器を使いこなした、{j}英雄と謳われた狩人の弓。{j}風属性。,
3844,あらゆる武器を使いこなした、{j}英雄と謳われた狩人の弓。{j}風属性。,
3845,あらゆる武器を使いこなした、{j}英雄と謳われた狩人の弓。{j}風属性。,
3846,あらゆる武器を使いこなした、{j}英雄と謳われた狩人の弓。{j}風属性。,
3847,あらゆる武器を使いこなした、{j}英雄と謳われた狩人の弓。{j}風属性。{c11}≪ＨＣ武器≫{/c},
3848,あらゆる武器を使いこなした、{j}英雄と謳われた狩人の弓。{j}風属性。,
3849,あらゆる武器を使いこなした、{j}英雄と謳われた狩人の弓。{j}風属性。{c28}≪辿異武器≫{/c},
3850,その重砲の前では、如何な{j}る獰猛なモンスターも静まり返{j}るという。{c28}≪辿異武器≫{/c},
3851,青く装飾された重弩。強化が{j}図られ、より究極の逸品に近{j}づいた。{c28}≪辿異武器≫{/c},
3852,青く装飾された重弩。強化が{j}図られ、より究極の逸品に近{j}づいた。{c28}≪辿異武器≫{/c},
3853,青く装飾された重弩。強化が{j}図られ、より究極の逸品に近{j}づいた。{c28}≪辿異武器≫{/c},
3854,青く装飾された重弩。強化が{j}図られ、より究極の逸品に近{j}づいた。{c28}≪辿異武器≫{/c},
3855,東の国の職人の手により、煌び{j}やかな装飾の施された弓。{j}{c28}≪辿異武器≫{/c},
3856,東の国の職人の手により、煌び{j}やかな装飾の施された弓。{j}{c28}≪辿異武器≫{/c},
3857,東の国の職人の手により、煌び{j}やかな装飾の施された弓。{j}{c28}≪辿異武器≫{/c},
3858,東の国の職人の手により、煌び{j}やかな装飾の施された弓。{j}{c28}≪辿異武器≫{/c},
3859,灼零龍の魂が宿る弓。{j}より質の良い素材を使用し、{j}強さと美しさを兼ね備える。,
3860,グーク愛好家が作ったグーク{j}の弓。灼零龍を思わせるパワ{j}フルボディ。,
3861,グーク愛好家が作ったグーク{j}の弓。灼零龍を思わせるグワッ{j}グワワ！{c28}≪辿異武器≫{/c},
3862,グーク愛好家が作ったグーク{j}の弓。グワワーグワー！グワッ{j}グワワ！{c28}≪辿異武器≫{/c},
3863,グーク愛好家が作っグワッ！{j}グァー！グゥワワワ！グワッ{j}グワワ！{c28}≪辿異武器≫{/c},
3864,グァーグワ！グワワーグワッ！{j}グァー！グゥワワワ！グワッ{j}グワワ！{c28}≪辿異武器≫{/c},
3865,アイルーをモチーフにした弓。{j}しなやかな弾性を活かした射撃{j}は強力無比。{c28}≪辿異武器≫{/c},
3866,メラルーをモチーフにした弓。{j}しなやかな弾性を活かした射撃{j}は強力無比。{c28}≪辿異武器≫{/c},
3867,0,
3868,磁界の王を滅ぼさんと結成さ{j}れた狩人達により、作りださ{j}れた弓。{c28}≪辿異武器≫{/c},
3869,極龍の素材を使用して作られ{j}た重弩。磁気の力で破壊力が{j}極められた。{c28}≪辿異武器≫{/c},
3870,極龍の素材を使用して作られ{j}た重弩。磁気の力で破壊力が{j}極められた。{c28}≪辿異武器≫{/c},
3871,極龍の素材を使用して作られ{j}た重弩。磁気の力で破壊力が{j}極められた。{c28}≪辿異武器≫{/c},
3872,極龍の素材を使用して作られ{j}た重弩。磁気の力で破壊力が{j}極められた。{c28}≪辿異武器≫{/c},
3873,極龍の素材を使用して作られ{j}た弓。美しい軌跡を描き、{j}相対者を貫く。{c28}≪辿異武器≫{/c},
3874,極龍の素材を使用して作られ{j}た弓。美しい軌跡を描き、{j}相対者を貫く。{c28}≪辿異武器≫{/c},
3875,極龍の素材を使用して作られ{j}た弓。美しい軌跡を描き、{j}相対者を貫く。{c28}≪辿異武器≫{/c},
3876,極龍の素材を使用して作られ{j}た弓。美しい軌跡を描き、{j}相対者を貫く。{c28}≪辿異武器≫{/c},
3877,装飾が施された黒き軽弩。{j}改良されより実用的に。{j}{c28}≪辿異武器≫{/c},
3878,装飾が施された黒き軽弩。{j}改良されより実用的に。{j}{c28}≪辿異武器≫{/c},
3879,装飾が施された黒き軽弩。{j}改良されより実用的に。{j}{c28}≪辿異武器≫{/c},
3880,装飾が施された黒き軽弩。{j}改良されより実用的に。{j}{c28}≪辿異武器≫{/c},
3881,装飾が施された赤き重弩。{j}改良されより実用的に。{j}{c28}≪辿異武器≫{/c},
3882,装飾が施された赤き重弩。{j}改良されより実用的に。{j}{c28}≪辿異武器≫{/c},
3883,装飾が施された赤き重弩。{j}改良されより実用的に。{j}{c28}≪辿異武器≫{/c},
3884,装飾が施された赤き重弩。{j}改良されより実用的に。{j}{c28}≪辿異武器≫{/c},
3885,装飾が施された赤き弓。{j}改良されより実用的に。{j}{c28}≪辿異武器≫{/c},
3886,装飾が施された赤き弓。{j}改良されより実用的に。{j}{c28}≪辿異武器≫{/c},
3887,装飾が施された赤き弓。{j}改良されより実用的に。{j}{c28}≪辿異武器≫{/c},
3888,装飾が施された赤き弓。{j}改良されより実用的に。{j}{c28}≪辿異武器≫{/c},
3889,名匠の手によって補強された{j}火属性の弓。狙い撃った獲物{j}を燃やし尽くす。,
3890,名匠の手によって補強された{j}火属性の弓。狙った獲物を{j}燃やし尽くす。{c28}≪辿異武器≫{/c},
3891,名匠の手によって補強された{j}弓。水に弱いモンスターに無類{j}の強さを誇る。,
3892,名匠の手によって補強された{j}弓。水に弱いモンスターに無類{j}の強さを誇る。{c28}≪辿異武器≫{/c},
3893,子供の思いつきから作られた{j}武器。{c03}LV1 散弾{/c}と{c03}水冷弾{/c}の{c03}{j}速射{/c}が可能。{c11}≪ＨＣ武器≫{/c},
3894,子供の思いつきをヒントに{j}設計された武器。{c03}LV1 散弾{/c}と{j}{c03}水冷弾{/c}の{c03}速射{/c}が可能。,
3895,子供の思いつきから作られた{j}武器。{c03}LV1 散弾{/c}と{c03}水冷弾{/c}の{c03}{j}速射{/c}が可能。{c28}≪辿異武器≫{/c},
3896,子供の思いつきから作られた{j}武器。{c03}火炎弾{/c}、{c03}電撃弾{/c}、{c03}氷結{j}弾{/c}の{c03}速射{/c}が可能。{c11}≪ＨＣ武器≫{/c},
3897,子供の思いつきをヒントに{j}設計された武器。{c03}火炎弾{/c}、{j}{c03}電撃弾{/c}、{c03}氷結弾{/c}の{c03}速射{/c}が可能。,
3898,子供の思いつきから作られた{j}武器。{c03}火炎弾{/c}、{c03}電撃弾{/c}、{c03}氷結{j}弾{/c}の{c03}速射{/c}が可能。{c28}≪辿異武器≫{/c},
3899,「偽・螺旋剣」カラドボルク賖{j}という武器を物質化し、撃ち{j}出す弓。{c28}≪辿異武器≫{/c},
3900,遠国の少女が使用した銃を{j}模した重弩。{j}{c28}≪辿異武器≫{/c},
3901,遠国の少女が使用した弓を{j}模した弓。{j}{c28}≪辿異武器≫{/c},
3902,巨大なモンスター素材で作っ{j}た軽弩。{c03}LV2 通常弾{/c}、{c03}LV1 貫{j}通弾{/c}が{c03}速射{/c}対応{c28}≪辿異武器≫{/c},
3903,巨大なモンスター素材で作っ{j}た軽弩。{c03}LV1 徹甲榴弾{/c}、{c03}火{j}炎弾{/c}が{c03}速射{/c}対応{c28}≪辿異武器≫{/c},
3904,天空を翔る龍の素材を元に{j}作成されたヘビィボウガン。{j}{c28}≪辿異武器≫{/c},
3905,天空を翔る龍の素材を元に{j}作成されたヘビィボウガン。{j}{c28}≪辿異武器≫{/c},
3906,天の峰に舞う神の軽弩。その{j}一射は神の一息。大水の針は{j}一切衆生を穿つ。{c04}≪遷悠武器≫{/c},
3907,狩人の魂が呼び覚ました、{j}凶針【水禍】の極致。{j}{c04}≪遷悠武器≫{/c},
3908,天地を刻む神の歯車。過ぎ去り{j}し時が戻らぬように、運命は{j}決して覆らない。{c04}≪遷悠武器≫{/c},
3909,狩人の魂が呼び覚ました、{j}凶刻【時雨】の極致。{j}{c04}≪遷悠武器≫{/c},
3910,太陽を覆い隠す嵐の神の具現。{j}弦を引けば吹き荒れる旋風に{j}衆生はひれ伏す。{c04}≪遷悠武器≫{/c},
3911,神の狂風が止み、慈愛の風が再{j}生を告げる。凶弓【小夜嵐】{j}進化版。{c04}≪遷悠武器≫{/c},
3912,狩人の魂が呼び覚ました、{j}凶弓【小夜嵐】の極致。{j}{c04}≪遷悠武器≫{/c},
3913,雅翁龍の力が宿る軽弩。持ち{j}主は素早い動きで敵の急所を{j}撃ち抜く。{c28}≪辿異武器≫{/c},
3914,雅翁龍の力が宿る軽弩。持ち{j}主は素早い動きで敵の急所を{j}撃ち抜く。{c28}≪辿異武器≫{/c},
3915,雅翁龍の力が宿る軽弩。持ち{j}主は素早い動きで敵の急所を{j}撃ち抜く。{c28}≪辿異武器≫{/c},
3916,雅翁龍の力が宿る軽弩。持ち{j}主は素早い動きで敵の急所を{j}撃ち抜く。{c28}≪辿異武器≫{/c},
3917,雅翁龍の力が宿る重弩。持ち{j}主は必中の狙いで敵の急所を{j}撃ち貫く。{c28}≪辿異武器≫{/c},
3918,雅翁龍の力が宿る重弩。持ち{j}主は必中の狙いで敵の急所を{j}撃ち貫く。{c28}≪辿異武器≫{/c},
3919,雅翁龍の力が宿る重弩。持ち{j}主は必中の狙いで敵の急所を{j}撃ち貫く。{c28}≪辿異武器≫{/c},
3920,雅翁龍の力が宿る重弩。持ち{j}主は必中の狙いで敵の急所を{j}撃ち貫く。{c28}≪辿異武器≫{/c},
3921,東洋の奥地に住まう部族の{j}杵弩。握り手に工夫がこなさ{j}れた跡が見える。{c28}≪辿異武器≫{/c},
3922,東洋の奥地に住まう部族の{j}杵弩。握り手に工夫がこなさ{j}れた跡が見える。{c28}≪辿異武器≫{/c},
3923,東洋の奥地に住まう部族の{j}杵弩。握り手に工夫がこなさ{j}れた跡が見える。{c28}≪辿異武器≫{/c},
3924,東洋の奥地に住まう部族の{j}杵弩。握り手に工夫がこなさ{j}れた跡が見える。{c28}≪辿異武器≫{/c},
3925,東洋の奥地に住まう部族の{j}風弓。東洋の狩人が改良に{j}改良を重ねた。{c28}≪辿異武器≫{/c},
3926,東洋の奥地に住まう部族の{j}風弓。東洋の狩人が改良に{j}改良を重ねた。{c28}≪辿異武器≫{/c},
3927,東洋の奥地に住まう部族の{j}風弓。東洋の狩人が改良に{j}改良を重ねた。{c28}≪辿異武器≫{/c},
3928,東洋の奥地に住まう部族の{j}風弓。東洋の狩人が改良に{j}改良を重ねた。{c28}≪辿異武器≫{/c},
3929,0,
3930,0,
3931,装飾が施された白い軽弩。{j}希少な属性の再現に成功した{j}最新作。{c28}≪辿異武器≫{/c},
3932,装飾が施された白い軽弩。{j}希少な属性の再現に成功した{j}最新作。{c28}≪辿異武器≫{/c},
3933,装飾が施された白い軽弩。{j}希少な属性の再現に成功した{j}最新作。{c28}≪辿異武器≫{/c},
3934,装飾が施された白い軽弩。{j}希少な属性の再現に成功した{j}最新作。{c28}≪辿異武器≫{/c},
3935,装飾が施された白い重弩。{j}希少な属性の再現に成功した{j}最新作。{c28}≪辿異武器≫{/c},
3936,装飾が施された白い重弩。{j}希少な属性の再現に成功した{j}最新作。{c28}≪辿異武器≫{/c},
3937,装飾が施された白い重弩。{j}希少な属性の再現に成功した{j}最新作。{c28}≪辿異武器≫{/c},
